customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,is_senior,has_family,avg_monthly_charge,is_long_term_contract,has_streaming,has_support_or_security,payment_type
2845-AFFTX,Male,1,Yes,No,41.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,25-48,5,1,0,103.88536585365854,0,1,0,electronic
7776-QWNFX,Male,1,Yes,No,30.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,25-48,2,1,0,50.916666666666664,0,0,0,bank
1468-DEFNC,Male,1,Yes,Yes,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,No,61+,2,1,1,24.19765625,1,0,0,bank
7905-NJMXS,Male,1,Yes,No,7.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,No,0-12,5,1,0,67.85714285714286,0,0,1,electronic
1866-OBPNR,Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,0-12,2,0,1,74.6,0,0,0,credit
3720-DBRWL,Male,0,Yes,No,51.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,49-60,7,0,0,84.45294117647059,1,1,1,credit
5073-RZGBK,Female,0,Yes,Yes,50.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,No,49-60,7,0,1,80.844,1,1,1,bank
0129-QMPDR,Male,0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,25-48,1,0,1,19.660227272727273,1,0,0,bank
2560-PPCHE,Female,0,No,No,65.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,61+,6,0,0,103.75769230769231,1,1,1,bank
1496-GGSUK,Female,1,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,0-12,0,1,0,25.7,0,0,0,mailed
4671-LXRDQ,Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,Yes,0-12,1,0,0,48.225,0,0,0,mailed
9432-RUVSL,Female,0,No,No,48.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,25-48,6,0,0,102.171875,1,1,1,credit
3992-YWPKO,Female,0,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes,0-12,7,0,0,111.575,0,1,1,credit
8980-WQFWL,Female,0,No,No,35.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,No,25-48,3,0,0,59.888571428571424,0,1,0,electronic
0212-ISBBF,Female,0,No,No,22.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,No,13-24,3,0,0,49.94772727272727,0,1,0,electronic
7722-VJRQD,Male,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,61+,5,0,1,63.181250000000006,1,1,1,bank
4135-FRWKJ,Female,1,Yes,Yes,55.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,49-60,6,1,1,75.53727272727274,1,1,1,electronic
5161-UBZXI,Male,0,Yes,Yes,69.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No,61+,6,0,1,105.2427536231884,1,1,1,credit
5327-XOKKY,Male,1,Yes,No,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329.0,No,61+,5,1,0,74.01388888888889,1,1,0,credit
3988-RQIXO,Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,0-12,3,1,0,91.3,0,1,0,electronic
0479-HMSWA,Female,0,No,Yes,26.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No,25-48,6,0,0,104.4346153846154,1,1,1,electronic
6923-AQONU,Male,0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,No,13-24,1,0,1,19.73913043478261,1,0,0,mailed
5562-YJQGT,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,0-12,1,0,0,17.55,0,0,0,credit
7598-UAASY,Male,0,Yes,No,2.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes,0-12,2,0,0,75.9,0,0,0,electronic
7251-LJBQN,Female,1,No,No,40.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No,25-48,6,1,0,104.71,1,1,1,credit
4910-GMJOT,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,0-12,4,0,0,94.6,0,1,0,electronic
0257-ZESQC,Female,1,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,25-48,2,1,0,71.4574074074074,0,0,1,bank
4765-OXPPD,Female,0,Yes,Yes,9.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,0-12,5,0,1,73.67222222222222,0,0,1,mailed
6583-QGCSI,Female,1,Yes,No,50.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes,49-60,4,1,0,87.34700000000001,0,1,0,electronic
9805-FILKB,Male,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,No,25-48,1,0,1,18.382608695652173,1,0,0,bank
2706-QZIHY,Female,0,Yes,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,No,13-24,2,0,0,25.86,1,0,0,mailed
7673-LPRNY,Female,0,No,No,23.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,13-24,6,0,0,80.13260869565217,1,1,1,electronic
6778-YSNIH,Female,0,No,No,2.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,No,0-12,3,0,0,57.075,0,1,0,electronic
9050-QLROH,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,13-24,4,0,0,88.73611111111111,0,1,0,credit
0707-HOVVN,Female,1,No,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,61+,6,1,0,74.46642857142857,1,1,1,bank
7102-JJVTX,Female,0,Yes,Yes,9.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0-12,2,0,1,46.922222222222224,1,0,1,mailed
1810-MVMAI,Male,0,Yes,Yes,30.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,No,25-48,6,0,1,66.67333333333333,0,0,1,electronic
7993-NQLJE,Male,0,Yes,Yes,15.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,13-24,2,0,1,76.77,0,0,1,mailed
9281-OFDMF,Male,1,No,No,39.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,25-48,4,1,0,87.51923076923077,0,1,0,electronic
6789-HJBWG,Female,0,No,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No,0-12,2,0,0,50.97083333333333,0,0,0,electronic
2139-FQHLM,Male,0,No,No,19.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,No,13-24,4,0,0,88.54736842105264,0,1,1,mailed
3723-BFBGR,Male,1,No,No,24.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,13-24,3,1,0,53.80416666666667,0,0,0,credit
0639-TSIQW,Female,0,No,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,Yes,61+,6,0,0,102.77985074626865,0,1,1,credit
8626-PTQGE,Male,0,No,No,69.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,61+,5,0,0,60.53188405797101,1,1,1,bank
3541-ZNUHK,Female,0,Yes,Yes,55.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,4600.95,No,49-60,4,0,1,83.65363636363637,0,0,1,electronic
4568-KNYWR,Male,0,No,No,52.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,49-60,4,0,0,64.27788461538461,1,1,1,credit
9658-WYUFB,Female,0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,13-24,5,0,0,95.1470588235294,0,1,1,electronic
0997-YTLNY,Female,0,No,Yes,19.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,13-24,2,0,0,50.19210526315789,0,0,1,mailed
3208-YPIOE,Male,0,No,No,39.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,Yes,25-48,2,0,0,77.37564102564103,0,0,0,electronic
7707-PYBBH,Male,0,No,No,40.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,25-48,4,0,0,66.1775,0,0,1,mailed
9313-QOLTZ,Male,0,No,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No,25-48,1,0,0,19.934615384615384,0,0,0,mailed
6654-QGBZZ,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,0-12,1,0,0,19.9,0,0,0,mailed
6877-LGWXO,Male,1,Yes,No,18.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes,13-24,2,1,0,79.03611111111111,0,1,0,electronic
8020-BWHYL,Female,1,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,13-24,2,1,0,76.49666666666667,0,0,0,credit
3594-IVHJZ,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0-12,1,0,0,21.225,0,0,0,mailed
9507-EXLTT,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes,0-12,2,0,0,79.35,0,1,0,bank
9793-WECQC,Male,0,No,No,23.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,13-24,4,0,0,95.34347826086957,0,1,0,mailed
1266-NZYUI,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,61+,5,0,1,66.09444444444445,1,0,1,bank
2342-CKIAO,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,0-12,1,0,0,20.6,0,0,0,mailed
6963-EZQEE,Male,1,Yes,No,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,61+,8,1,0,90.09285714285714,1,1,1,credit
2796-NNUFI,Female,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,25-48,1,0,1,20.15434782608696,1,0,0,mailed
3486-NPGST,Female,0,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No,25-48,1,0,0,17.243055555555557,1,0,0,mailed
9070-BCKQP,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,61+,7,0,0,109.46111111111111,1,1,1,credit
7742-MYPGI,Female,0,Yes,Yes,6.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,0-12,2,0,1,49.55833333333334,0,0,1,mailed
9929-PLVPA,Female,0,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,No,0-12,1,0,0,23.625,0,0,0,credit
9124-LHCJQ,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,0-12,3,0,0,85.45,0,1,0,mailed
2792-LSHWX,Female,0,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,0-12,4,0,0,83.4,0,0,1,mailed
9330-IJWIO,Female,0,No,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,13-24,5,0,0,104.52692307692307,0,1,1,electronic
0617-AQNWT,Female,0,Yes,No,64.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes,61+,4,0,0,49.1796875,1,1,1,electronic
0895-UADGO,Male,0,No,Yes,8.0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0-12,3,0,0,42.93125,1,1,1,mailed
7255-SSFBC,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,61+,7,0,1,111.68958333333333,1,1,1,bank
5834-ASPWA,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,0-12,2,0,0,75.45,0,0,0,electronic
4132-KALRO,Female,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No,0-12,5,0,0,99.8125,0,1,1,mailed
8064-RAVOH,Male,0,No,Yes,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,0-12,2,0,0,49.85,0,0,0,electronic
8028-PNXHQ,Male,0,Yes,Yes,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,61+,2,0,1,22.97741935483871,1,0,0,bank
9508-ILZDG,Female,1,No,No,34.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,25-48,5,1,0,93.83088235294117,0,1,1,electronic
4361-JEIVL,Male,0,No,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,Yes,0-12,1,0,0,44.4,0,0,0,electronic
2430-USGXP,Male,0,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,13-24,5,0,0,99.65833333333335,0,1,0,electronic
5965-GGPRW,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No,61+,6,0,1,105.69097222222223,1,1,1,bank
2542-HYGIQ,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,No,0-12,1,0,0,19.95,0,0,0,credit
1035-IPQPU,Female,1,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,No,61+,6,1,0,102.84761904761905,0,1,0,electronic
3617-XLSGQ,Female,0,Yes,Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,61+,7,0,1,107.31060606060606,1,1,1,bank
9107-UKCKY,Male,0,Yes,No,61.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,61+,6,0,0,80.57049180327868,1,1,0,electronic
5146-YYFRZ,Male,0,No,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1311.75,No,61+,1,0,0,19.578358208955223,1,0,0,bank
5649-VUKMC,Female,0,No,No,12.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,0-12,4,0,0,92.92916666666667,1,1,0,mailed
3472-OAOOR,Male,0,Yes,Yes,19.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,13-24,2,0,1,32.11578947368421,0,0,1,mailed
0397-ZXWQF,Male,0,No,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,No,61+,1,0,0,21.357462686567164,1,0,0,bank
1346-UFHAX,Female,0,No,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No,13-24,3,0,0,79.18076923076923,0,0,1,credit
7252-NTGSS,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,0-12,1,0,0,45.15,0,0,0,mailed
3198-VELRD,Female,0,Yes,Yes,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,0-12,3,0,1,88.28333333333335,0,1,0,bank
3407-QGWLG,Male,0,No,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,No,0-12,1,0,0,25.150000000000002,0,0,0,mailed
9874-QLCLH,Female,0,Yes,Yes,17.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,13-24,6,0,1,102.55882352941177,0,1,1,electronic
8668-KNZTI,Male,0,No,No,52.0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No,49-60,3,0,0,53.666346153846156,1,0,1,electronic
8249-THVEC,Male,0,Yes,Yes,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,997.75,No,49-60,1,0,1,19.563725490196077,1,0,0,mailed
6060-DRTNL,Female,1,No,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,0-12,3,1,0,83.11,0,1,0,mailed
6773-LQTVT,Female,1,Yes,Yes,29.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,25-48,2,1,1,35.35,0,0,0,mailed
7853-GVUDZ,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,0-12,1,0,1,20.15,0,0,0,credit
4897-QSUYC,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,0-12,1,0,0,20.15,0,0,0,mailed
5197-PYEPU,Female,0,Yes,Yes,42.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,No,25-48,5,0,1,93.42380952380952,1,1,1,credit
3785-NRHYR,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,0-12,1,0,0,19.65,0,0,0,mailed
6087-MVHJH,Female,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,13-24,4,0,0,88.88125,0,1,0,electronic
1685-VAYJF,Male,0,No,No,11.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,No,0-12,1,0,0,44.72727272727273,0,0,0,credit
9912-GVSEQ,Female,1,Yes,No,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,25-48,5,1,0,91.59807692307693,0,1,0,electronic
4636-OLWOE,Male,0,No,Yes,54.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,No,49-60,4,0,0,60.797222222222224,1,0,1,electronic
9600-UDOPK,Male,0,Yes,No,30.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,25-48,4,0,0,95.54833333333333,0,1,0,credit
8631-NBHFZ,Male,1,Yes,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,Yes,61+,7,1,1,78.10000000000001,1,1,1,credit
1053-MXTTK,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,No,61+,7,0,1,107.31041666666667,1,1,1,bank
3549-ZTMNH,Male,0,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,0-12,2,0,1,22.47083333333333,1,0,0,bank
7825-ECJRF,Female,0,No,No,19.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,13-24,6,0,0,101.81315789473685,0,1,1,electronic
6439-LAJXL,Male,0,Yes,No,9.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,0-12,5,0,0,65.98333333333333,0,1,1,mailed
4075-WKNIU,Female,0,Yes,Yes,0.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,73.35,1397.475,No,0-12,6,0,1,73.35,1,1,1,mailed
8042-RNLKO,Male,0,No,No,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,61+,2,0,0,25.74469696969697,1,0,0,bank
4881-JVQOD,Male,1,Yes,Yes,10.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,0-12,1,1,1,36.260000000000005,0,1,0,bank
9593-CVZKR,Female,0,Yes,Yes,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,49-60,2,0,1,24.74732142857143,1,0,0,mailed
9972-EWRJS,Female,0,Yes,Yes,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,61+,1,0,1,20.491044776119406,1,0,0,bank
9888-ZCUMM,Male,0,Yes,Yes,64.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,61+,5,0,1,60.08515625,1,1,1,bank
1265-ZFOSD,Female,0,Yes,No,64.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,61+,7,0,0,80.1453125,1,1,1,mailed
6078-VESFR,Male,1,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,13-24,1,1,0,65.31538461538462,0,0,0,bank
0306-JAELE,Male,0,No,No,5.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,0-12,4,0,0,90.67999999999999,0,1,1,electronic
7075-BNDVQ,Female,0,No,No,4.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,No,0-12,2,0,0,33.9375,0,0,1,mailed
2208-MPXIO,Female,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,25-48,1,0,1,19.697777777777777,1,0,0,bank
3096-GKWEB,Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No,13-24,4,0,0,93.99444444444445,0,1,0,electronic
7404-JLKQG,Female,0,No,No,3.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,No,0-12,3,0,0,53.81666666666666,0,1,0,electronic
5049-GLYVG,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,Yes,0-12,1,0,0,20.6,0,0,0,mailed
6704-UTUKK,Male,0,Yes,No,29.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,No,25-48,2,0,0,45.9448275862069,0,1,0,electronic
